Order ID,Product ID,Location Id,Order Date,Quantity,Sales,Discount,Profit
ORD000081,PROD000081,133,30-05-2021,2,21489.08,0.25,2286.15
ORD000082,PROD000082,109,02-12-2022,3,2183.3,0.49,205.17
ORD000083,PROD000083,121,15-01-2023,2,4252.58,0.04,830.09
ORD000084,PROD000084,115,15-03-2020,10,12502.21,0.49,1738.42
ORD000085,PROD000085,105,20-02-2019,5,44441.84,0.5,4751.11
ORD000086,PROD000086,107,21-08-2021,8,2951.07,0.37,504.53
ORD000087,PROD000087,119,09-07-2021,7,33732.85,0.3,5107.71
ORD000088,PROD000088,108,23-06-2019,4,2190.27,0.03,599.14
ORD000089,PROD000089,110,21-03-2020,8,49298.05,0.02,7957.55
ORD000090,PROD000090,128,01-06-2019,3,18541.08,0.45,2815.08
ORD000091,PROD000091,131,11-10-2021,7,14362.94,0.41,2417.72
ORD000092,PROD000092,102,25-11-2022,2,22134.74,0.39,2313.97
ORD000093,PROD000093,102,11-01-2023,1,3485.44,0.01,535.1
ORD000094,PROD000094,113,21-04-2022,3,13846.12,0.37,2195.95
ORD000095,PROD000095,123,25-02-2022,1,31236.77,0,7427.19
ORD000096,PROD000096,129,19-10-2020,8,40544.54,0.03,7015.28
ORD000097,PROD000097,134,30-03-2023,1,45706.34,0.08,6356.72
ORD000098,PROD000098,102,11-01-2021,4,3718.28,0.3,685.51
ORD000099,PROD000099,112,04-05-2023,8,6704.71,0.34,1210.03
ORD000100,PROD000100,123,25-05-2019,10,3002.3,0.25,417.85
ORD000101,PROD000101,111,02-06-2023,7,10929.33,0.23,1408.71
ORD000102,PROD000102,106,13-02-2022,5,34572.32,0.45,4406.38
ORD000103,PROD000103,136,01-06-2019,9,36478.13,0.15,5900.74
ORD000104,PROD000104,101,22-06-2022,3,26759.07,0.38,2039.49
ORD000105,PROD000105,128,14-06-2023,1,38898.03,0.03,5996.93
ORD000106,PROD000106,135,22-12-2020,1,36644.28,0.01,6567.63
ORD000107,PROD000107,122,13-02-2019,8,25950.92,0.47,1509.41
ORD000108,PROD000108,121,28-11-2022,5,14299.23,0.31,2199.1
ORD000109,PROD000109,117,26-11-2021,2,6626.91,0.47,561.03
ORD000110,PROD000110,121,06-01-2023,3,38323.71,0.46,4313.36
ORD000111,PROD000111,108,11-04-2019,2,26844.64,0.1,4129.76
ORD000112,PROD000112,122,10-10-2021,8,697.12,0.23,111.76
ORD000113,PROD000113,117,28-12-2022,10,39346.38,0.49,5806.18
ORD000114,PROD000114,129,06-12-2022,9,44190.67,0.48,4514.81
ORD000115,PROD000115,122,30-09-2020,5,11761.16,0.17,2628.29
ORD000116,PROD000116,131,30-10-2022,2,35444.41,0.15,7388
ORD000117,PROD000117,133,13-09-2019,7,24067.34,0.15,5195.55
ORD000118,PROD000118,123,10-01-2023,10,793.12,0.18,169.7
ORD000119,PROD000119,120,27-07-2019,6,5664.79,0.43,346.4
ORD000120,PROD000120,115,28-09-2021,5,26376.62,0.49,1834.7
ORD000121,PROD000121,110,07-03-2019,3,19880,0.1,2727.73
ORD000122,PROD000122,124,16-02-2022,4,1693.77,0.28,149.08
ORD000123,PROD000123,133,15-04-2020,3,35934,0.34,4536.47
ORD000124,PROD000124,131,20-10-2019,4,15212.98,0.2,3364.93
ORD000125,PROD000125,121,20-09-2021,10,26067.1,0.09,3352.04
ORD000126,PROD000126,130,07-12-2023,4,15616.44,0.48,950.38
ORD000127,PROD000127,124,10-07-2022,1,14652.53,0.19,3384.47
ORD000128,PROD000128,135,05-07-2022,6,43133.85,0.18,7888.68
ORD000129,PROD000129,134,17-04-2022,10,21086.8,0.31,1800.15
ORD000130,PROD000130,128,12-06-2020,8,2435.15,0.22,347.69
ORD000131,PROD000131,134,22-12-2021,1,10798.16,0.43,1577.26
ORD000132,PROD000132,131,08-10-2019,2,24579.38,0.47,3043.99
ORD000133,PROD000133,113,18-12-2020,8,38746.73,0.07,10255.51
ORD000134,PROD000134,110,29-06-2023,10,45799.71,0.08,8173.83
ORD000135,PROD000135,135,27-12-2019,4,35224.11,0.06,3465.07
ORD000136,PROD000136,116,28-02-2021,1,21031.68,0.46,1817.23
ORD000137,PROD000137,129,23-01-2021,9,7574.82,0.13,1165.08
ORD000138,PROD000138,125,23-12-2020,4,16517.9,0.45,2679.8
ORD000139,PROD000139,119,08-12-2021,3,33455.09,0.22,6363.52
ORD000140,PROD000140,133,17-04-2023,2,32844.8,0.48,4428.69
ORD000141,PROD000141,118,03-08-2019,7,33973.99,0.19,7984.17
ORD000142,PROD000142,111,04-08-2023,5,46639.02,0.45,6652.35
ORD000143,PROD000143,126,11-05-2021,1,28889.83,0.23,3046.44
ORD000144,PROD000144,114,21-09-2022,9,23167.07,0.33,1593.57
ORD000145,PROD000145,114,21-09-2021,5,42925.93,0.3,4541.75
ORD000146,PROD000146,113,22-04-2023,7,30630.46,0.49,4651.85
ORD000147,PROD000147,103,22-07-2023,1,41485.32,0.19,8870.53
ORD000148,PROD000148,117,22-06-2023,9,39234.01,0.11,7403.69
ORD000149,PROD000149,116,19-12-2023,10,48153.69,0.21,9780.33
ORD000150,PROD000150,126,22-11-2022,1,28702.64,0.02,3399.35
ORD000151,PROD000151,133,07-01-2019,3,32942.88,0.35,4394.39
ORD000152,PROD000152,108,16-06-2022,4,42920.24,0.49,4170.53
ORD000153,PROD000153,117,12-11-2022,10,32378.72,0.27,2399.46
ORD000154,PROD000154,126,13-05-2022,8,7026.46,0.41,954.64
ORD000155,PROD000155,114,16-06-2020,8,189.51,0.46,28.65
ORD000156,PROD000156,134,16-03-2021,6,29498.79,0.11,4069.44
ORD000157,PROD000157,105,10-06-2020,3,43763.64,0.3,8045.75
ORD000158,PROD000158,119,04-08-2019,5,28080.71,0.42,1924.12
ORD000159,PROD000159,121,30-08-2022,4,37165.6,0.28,5426.11
ORD000160,PROD000160,111,05-08-2019,7,9054.2,0.35,1346.15
ORD000161,PROD000161,131,01-04-2022,2,24201.45,0.2,3462.94
ORD000162,PROD000162,104,05-11-2023,10,35291.23,0.07,6909.57
ORD000163,PROD000163,114,28-09-2021,5,6471.2,0.39,699.59
ORD000164,PROD000164,126,21-02-2020,8,9454.12,0.32,957.6
ORD000165,PROD000165,136,13-06-2020,7,24400.67,0.49,2056.03
ORD000166,PROD000166,101,13-02-2023,2,14390.51,0.27,1353.94
ORD000167,PROD000167,118,24-04-2019,4,2302.97,0.13,568.05
ORD000168,PROD000168,124,03-05-2021,8,49201.78,0.42,7949.72
ORD000169,PROD000169,135,23-12-2022,5,10331.5,0.41,749.83
ORD000170,PROD000170,109,17-09-2019,5,26930.85,0.46,2111.02
ORD000171,PROD000171,110,21-09-2021,7,17201.66,0.05,3857.89
ORD000172,PROD000172,114,28-08-2021,3,14891.57,0.09,3915.29
ORD000173,PROD000173,121,30-08-2022,10,18543.66,0.19,4144.41
ORD000174,PROD000174,106,11-09-2019,10,40605.58,0.22,8045.7
ORD000175,PROD000175,136,07-01-2021,1,1919.39,0.3,311.26
ORD000176,PROD000176,126,13-05-2019,1,26047.11,0.12,2622.63
ORD000177,PROD000177,133,14-04-2022,1,32278.59,0.02,4702.26
ORD000178,PROD000178,119,25-07-2023,4,36785.5,0.45,5709.43
ORD000179,PROD000179,103,02-01-2022,7,36436.9,0.46,2689.11
ORD000180,PROD000180,105,17-03-2022,3,37866.82,0.45,6119.52
ORD000181,PROD000181,134,17-01-2023,4,37390.63,0.04,10260.31
ORD000182,PROD000182,119,22-11-2023,1,21275.13,0.24,3138.95
ORD000183,PROD000183,106,12-04-2019,10,14971.65,0.1,1597.53
ORD000184,PROD000184,119,26-06-2020,5,11013.05,0.22,1052.08
ORD000185,PROD000185,102,19-08-2021,5,30336.31,0.02,5036.71
ORD000186,PROD000186,111,18-01-2020,3,37770.09,0.3,7260.82
ORD000187,PROD000187,126,03-04-2023,10,44988.87,0.38,4819.17
ORD000188,PROD000188,107,01-10-2019,2,34227.12,0.31,5196.62
ORD000189,PROD000189,118,17-09-2020,1,44830.29,0.3,4678.01
ORD000190,PROD000190,113,24-04-2021,10,33501.11,0.41,2680.21
ORD000191,PROD000191,124,06-03-2019,9,8040.66,0.49,1068.9
ORD000192,PROD000192,109,16-12-2022,1,7410.53,0.46,443.88
ORD000193,PROD000193,108,25-09-2020,7,15340.33,0.11,2650.55
ORD000194,PROD000194,120,14-12-2020,9,49187.75,0.11,8137.07
ORD000195,PROD000195,104,27-01-2021,2,41845.8,0.3,8634.98
ORD000196,PROD000196,128,14-07-2019,4,42276.88,0.11,6998.46
ORD000197,PROD000197,112,30-12-2020,9,13581.42,0.22,1136.43
ORD000198,PROD000198,135,30-01-2022,6,20895.23,0.03,5059.11
ORD000199,PROD000199,102,11-10-2022,6,11775.25,0.29,1847.35
ORD000200,PROD000200,122,17-07-2021,10,8874.03,0.37,586.36
ORD000201,PROD000201,102,10-01-2020,4,24268.74,0.24,3793.83
ORD000202,PROD000202,102,04-06-2022,7,25130.86,0.08,3957.75
ORD000203,PROD000203,112,22-09-2023,3,33470.47,0.22,3937.73
ORD000204,PROD000204,130,15-03-2022,2,30716.09,0.05,5105.98
ORD000205,PROD000205,131,14-06-2023,8,25077.61,0.25,4753.8
ORD000206,PROD000206,114,21-10-2019,2,22860.48,0.25,3870.3
ORD000207,PROD000207,122,04-04-2023,4,18568.17,0.12,2249.66
ORD000208,PROD000208,106,27-10-2022,10,16486.59,0.03,4167.49
ORD000209,PROD000209,112,14-09-2019,10,49768.02,0.49,4201.9
ORD000210,PROD000210,135,27-04-2021,1,13971.1,0.4,2496.28
ORD000211,PROD000211,109,08-07-2023,9,11485.17,0.05,1158.16
ORD000212,PROD000212,101,16-12-2022,2,45625.45,0.24,10208.09
ORD000213,PROD000213,116,26-08-2023,1,6980.6,0.11,989.94
ORD000214,PROD000214,126,03-02-2023,9,28654.44,0.15,2587.93
ORD000215,PROD000215,122,22-11-2020,7,2230.96,0.03,274.02
ORD000216,PROD000216,134,06-12-2020,3,15755.97,0.06,2200.77
ORD000217,PROD000217,130,23-07-2023,7,39588.44,0.13,8036.67
ORD000218,PROD000218,133,07-07-2019,4,28301.22,0.11,6141.53
ORD000219,PROD000219,119,24-04-2020,9,1610.16,0.38,154.18
ORD000220,PROD000220,108,28-10-2020,9,14605.59,0.04,3099.7
ORD000221,PROD000221,119,09-06-2022,10,36288.87,0.18,6891.22
ORD000222,PROD000222,112,14-03-2020,3,25101.93,0.33,3508.81
ORD000223,PROD000223,126,03-08-2019,6,26411.48,0.02,6812.36
ORD000224,PROD000224,120,05-07-2019,4,38616.05,0.17,5504.41
ORD000225,PROD000225,123,22-10-2022,5,36747.22,0.48,4061.21
ORD000226,PROD000226,136,23-11-2022,4,44042.1,0.32,7630.21
ORD000227,PROD000227,133,06-07-2023,8,48115.54,0.04,12462.5
ORD000228,PROD000228,128,04-08-2021,10,38350.58,0.12,8112.51
ORD000229,PROD000229,113,17-04-2019,6,40174.06,0.32,5865.59
ORD000230,PROD000230,122,04-08-2022,10,31696.91,0.24,6679.8
ORD000231,PROD000231,109,11-12-2019,4,12531.13,0.19,2437.36
ORD000232,PROD000232,103,30-01-2019,8,6960.85,0.25,731.14
ORD000233,PROD000233,134,24-05-2019,2,18661.81,0.33,3311.55
ORD000234,PROD000234,127,01-11-2019,6,35951.88,0.4,5231.64
ORD000235,PROD000235,108,04-07-2020,4,27456.28,0,6647.8
ORD000236,PROD000236,115,13-11-2019,1,43049.37,0.14,9649.84
ORD000237,PROD000237,118,24-04-2022,6,2703.76,0.5,227.24
ORD000238,PROD000238,116,23-05-2021,9,7178.62,0.26,996.81
ORD000239,PROD000239,135,08-09-2019,7,32562.21,0.08,7742.25
ORD000240,PROD000240,129,18-10-2020,4,17289.46,0.22,3877.9
ORD000241,PROD000241,121,04-02-2021,6,49172.95,0.33,9863.59
ORD000242,PROD000242,118,08-09-2022,2,11023.22,0.46,845.05
ORD000243,PROD000243,120,13-09-2019,9,3252.82,0.22,529.67
ORD000244,PROD000244,121,29-04-2022,8,42717.41,0.23,9490.57
ORD000245,PROD000245,105,17-02-2021,7,16669.9,0.3,1796.73
ORD000246,PROD000246,117,03-06-2023,1,38860.02,0.26,4443.58
ORD000247,PROD000247,118,29-06-2020,8,11385.32,0.36,1708.12
ORD000248,PROD000248,112,06-11-2023,2,2193.01,0.23,332.76
ORD000249,PROD000249,107,12-07-2022,4,8920.71,0.22,1733.78
ORD000250,PROD000250,119,15-06-2019,3,13352.44,0.05,3476.13
ORD000251,PROD000251,135,24-07-2022,2,28310.89,0.21,5060.47
ORD000252,PROD000252,116,07-03-2020,4,29290.24,0.04,7737.38
ORD000253,PROD000253,129,20-03-2022,4,17677.34,0.46,1364.86
ORD000254,PROD000254,105,08-10-2019,4,47938.03,0.41,7272.37
ORD000255,PROD000255,125,28-03-2022,2,43980.6,0.38,7829.87
ORD000256,PROD000256,113,31-05-2020,6,14947.03,0.26,2263.98
ORD000257,PROD000257,131,23-04-2020,10,37531.22,0.05,10115.08
ORD000258,PROD000258,117,07-04-2022,2,25907.71,0.03,4916.64
ORD000259,PROD000259,108,19-08-2021,2,25231.68,0.16,5168.68
ORD000260,PROD000260,107,01-10-2020,7,31160.53,0.33,5465.39
ORD000261,PROD000261,106,23-12-2021,5,5337.81,0.15,514.68
ORD000262,PROD000262,118,06-02-2020,1,32041.19,0.04,4511.47
ORD000263,PROD000263,124,07-09-2021,7,46777.19,0.4,3817.71
ORD000264,PROD000264,113,17-05-2020,7,22279.35,0.29,2580.96
ORD000265,PROD000265,127,18-12-2022,9,3018.6,0.36,531.67
ORD000266,PROD000266,115,07-02-2023,7,14307.36,0.34,2513.62
ORD000267,PROD000267,121,07-07-2019,2,13929.2,0.37,1682.79
ORD000268,PROD000268,107,01-10-2021,7,3058.08,0.5,188.43
ORD000269,PROD000269,131,04-11-2020,9,15101.1,0.07,3215.73
ORD000270,PROD000270,121,24-12-2021,5,36254.27,0.36,3534.4
ORD000271,PROD000271,126,28-02-2022,3,37653.51,0.06,10554.14
ORD000272,PROD000272,122,03-12-2023,3,2575.21,0.34,261.09
ORD000273,PROD000273,109,21-10-2022,2,22268.19,0.14,5251.19
ORD000274,PROD000274,104,15-02-2023,3,23133.71,0.03,3976.39
ORD000275,PROD000275,120,25-08-2019,6,814.7,0.03,199.23
ORD000276,PROD000276,133,17-04-2020,5,363.59,0.38,31.39
ORD000277,PROD000277,107,09-07-2022,4,13357.43,0.08,1981.51
ORD000278,PROD000278,134,14-06-2022,8,29973.52,0.32,5207.52
ORD000279,PROD000279,118,10-10-2021,10,24154.01,0.49,1628.86
ORD000280,PROD000280,113,22-05-2020,3,261.37,0.46,37.82
ORD000281,PROD000281,108,04-11-2023,9,41865.86,0.44,2614.84
ORD000282,PROD000282,123,02-03-2023,2,49048.02,0.22,5445.83
ORD000283,PROD000283,132,15-11-2023,1,42931.13,0.01,11329.67
ORD000284,PROD000284,131,01-08-2022,1,43928.51,0.47,4393
ORD000285,PROD000285,133,20-03-2019,10,2278.73,0.12,473.01
ORD000286,PROD000286,126,14-02-2020,1,43620.36,0.11,6184.27
ORD000287,PROD000287,113,12-06-2022,6,17899.42,0.41,2676.73
ORD000288,PROD000288,111,07-04-2021,5,4574.18,0.44,731.41
ORD000289,PROD000289,129,13-11-2020,5,16218.23,0.21,2784.21
ORD000290,PROD000290,104,21-03-2019,10,28355.86,0.34,5410.73
ORD000291,PROD000291,101,16-04-2019,1,7642.91,0.21,1751.16
ORD000292,PROD000292,122,04-02-2023,5,10298.55,0.08,2172.91
ORD000293,PROD000293,116,06-06-2019,4,17961.43,0.44,2848.08
ORD000294,PROD000294,121,29-04-2020,6,16162.29,0.49,2368.74
ORD000295,PROD000295,114,04-05-2021,6,5912.95,0.29,1235.49
ORD000296,PROD000296,135,30-06-2020,10,14051.21,0.42,1875.87
ORD000297,PROD000297,106,26-10-2020,3,38831.31,0.38,3661.42
ORD000298,PROD000298,114,26-07-2021,6,37180.16,0.14,3874.27
ORD000299,PROD000299,110,13-01-2021,7,21764.22,0.1,2293.92
ORD000300,PROD000300,112,23-01-2021,7,36110.57,0.21,4857.25
ORD000301,PROD000301,136,30-06-2020,7,38856.1,0.13,4687.28
ORD000302,PROD000302,134,15-04-2023,5,47978.58,0.39,6773.02
ORD000303,PROD000303,116,24-09-2020,1,12921.03,0.14,1773.56
ORD000304,PROD000304,105,15-08-2021,4,23236.18,0.23,2995.08
ORD000305,PROD000305,133,15-08-2022,4,49088.14,0.28,6514.11
ORD000306,PROD000306,116,06-11-2020,1,8343.8,0.39,1195.89
ORD000307,PROD000307,111,15-09-2020,6,47308.32,0.14,9233.99
ORD000308,PROD000308,103,13-07-2021,3,29431.29,0.48,3840.68
ORD000309,PROD000309,107,04-01-2020,4,47007.32,0.19,10031.79
ORD000310,PROD000310,108,24-11-2020,10,8000.42,0.24,1818.19
ORD000311,PROD000311,121,13-10-2023,3,48221.88,0.14,11501.08
ORD000312,PROD000312,116,06-04-2020,9,28609.49,0.24,4889.31
ORD000313,PROD000313,110,08-04-2021,8,31083.77,0.22,3790.98
ORD000314,PROD000314,129,01-01-2022,5,24759.2,0.12,2879.15
ORD000315,PROD000315,107,19-06-2023,9,49525.45,0.5,2975.06
ORD000316,PROD000316,124,05-09-2023,9,19011.56,0.49,1000.91
ORD000317,PROD000317,107,08-12-2021,7,16379.86,0.29,2320.15
ORD000318,PROD000318,104,01-06-2022,6,40973.5,0.41,4118.25
ORD000319,PROD000319,126,13-09-2021,1,20704.97,0.47,2029.17
ORD000320,PROD000320,121,15-12-2023,8,28720.03,0.45,3931.78
ORD000321,PROD000321,130,31-07-2020,4,8568,0.38,1397.04
ORD000322,PROD000322,104,10-01-2020,5,47862.97,0.36,7338.6
ORD000323,PROD000323,133,12-05-2022,2,18166.53,0.1,4577.51
ORD000324,PROD000324,120,02-03-2021,4,46946.6,0.32,9535.84
ORD000325,PROD000325,136,28-08-2020,10,20852.08,0.11,5063.97
ORD000326,PROD000326,121,12-10-2023,4,49195.79,0.17,5743.86
ORD000327,PROD000327,132,09-09-2019,8,44994.1,0.1,9399.05
ORD000328,PROD000328,113,08-01-2020,6,31364.36,0.18,6157.52
ORD000329,PROD000329,110,05-11-2023,4,247.9,0.18,23.59
ORD000330,PROD000330,116,01-10-2023,10,7277.82,0.38,1200.66
ORD000331,PROD000331,113,22-04-2022,2,6631.04,0.03,1227.63
ORD000332,PROD000332,131,21-11-2019,4,22316.85,0.02,3446.59
ORD000333,PROD000333,126,21-11-2020,6,20346.4,0.3,3028.49
ORD000334,PROD000334,109,03-04-2019,9,28580.57,0.03,5117.13
ORD000335,PROD000335,116,19-11-2023,9,31957.99,0.42,3332.31
ORD000336,PROD000336,106,10-01-2022,3,20513.32,0.16,2902.75
ORD000337,PROD000337,104,21-10-2020,9,19978.61,0.19,3804.52
ORD000338,PROD000338,121,23-07-2020,3,34131.65,0.21,6988.07
ORD000339,PROD000339,102,25-04-2022,6,22654.46,0.29,4245.05
ORD000340,PROD000340,107,04-09-2023,5,10838.19,0.23,1102.31
ORD000341,PROD000341,128,14-08-2020,9,6935.1,0.38,745.93
ORD000342,PROD000342,132,23-01-2019,4,371.72,0.07,59.4
ORD000343,PROD000343,103,30-08-2020,10,32595.39,0.38,3210.53
ORD000344,PROD000344,130,23-04-2023,9,20801.68,0.1,2833.13
ORD000345,PROD000345,121,04-03-2022,2,23280.38,0.42,3081.76
ORD000346,PROD000346,124,05-12-2021,8,32911.29,0.07,5127.84
ORD000347,PROD000347,119,25-04-2023,3,8955.05,0.21,1419.23
ORD000348,PROD000348,113,11-09-2023,8,43044.02,0.18,4221.48
ORD000349,PROD000349,134,03-09-2021,2,32081.74,0.14,5619.66
ORD000350,PROD000350,121,18-07-2022,3,41129.82,0.07,7946.28
ORD000351,PROD000351,128,30-06-2019,5,44082.7,0.27,4841.49
ORD000352,PROD000352,105,10-05-2023,7,13492.83,0.38,1508.41
ORD000353,PROD000353,113,18-04-2019,7,47006.35,0.25,8509.91
ORD000354,PROD000354,112,05-03-2021,8,5978.59,0.41,524.68
ORD000355,PROD000355,120,23-09-2020,1,22189.84,0.35,2705.76
ORD000356,PROD000356,126,28-02-2019,8,10107.45,0.13,1101.83
ORD000357,PROD000357,118,08-12-2023,5,17551.16,0.06,4785.37
ORD000358,PROD000358,111,15-09-2023,8,32189.62,0.1,5425.1
ORD000359,PROD000359,132,20-08-2022,4,36126.61,0.11,9242.07
ORD000360,PROD000360,132,17-06-2023,10,34061.32,0.03,3758.74
ORD000361,PROD000361,123,20-06-2023,9,15500.73,0.34,1279.88
ORD000362,PROD000362,122,02-01-2020,4,34329.8,0.1,3585.31
ORD000363,PROD000363,135,09-09-2022,8,37201.18,0.2,6552.74
ORD000364,PROD000364,118,04-06-2019,5,38276.14,0.11,5175.46
ORD000365,PROD000365,127,31-08-2019,9,8889.84,0.08,1956.35
ORD000366,PROD000366,135,15-11-2019,9,31267.18,0.24,5384.38
ORD000367,PROD000367,118,19-03-2019,4,32843.81,0.25,6881.08
ORD000368,PROD000368,133,08-02-2021,7,11528.01,0.49,716.33
ORD000369,PROD000369,123,30-05-2021,2,26457.12,0.09,6326.16
ORD000370,PROD000370,117,20-01-2023,4,46266.45,0.15,11056.51
ORD000371,PROD000371,129,17-01-2020,1,1352.14,0.18,301.11
ORD000372,PROD000372,134,23-08-2021,1,22101.79,0.31,2736.26
ORD000373,PROD000373,117,03-10-2019,6,7737.4,0.23,1719.94
ORD000374,PROD000374,107,24-12-2020,7,20515.9,0.21,3113.44
ORD000375,PROD000375,121,24-05-2021,1,47423.71,0.42,4079.88
ORD000376,PROD000376,106,27-02-2021,1,41107.77,0.32,5417.74
ORD000377,PROD000377,127,06-07-2022,6,34014.9,0.11,4954.48
ORD000378,PROD000378,124,02-10-2023,6,27627.97,0.29,4312.67
ORD000379,PROD000379,134,21-09-2022,2,47534.31,0.05,9162.32
